gene_symbol,ensembl_id,pair_02_normocaf_normoxia_rep1,pair_02_normocaf_normoxia_rep2,pair_02_normocaf_normoxia_rep3,pair_02_normocaf_hypoxia_rep1,pair_02_normocaf_hypoxia_rep2,pair_02_normocaf_hypoxia_rep3,pair_02_hypocaf_normoxia_rep1,pair_02_hypocaf_normoxia_rep2,pair_02_hypocaf_normoxia_rep3,pair_02_hypocaf_hypoxia_rep1,pair_02_hypocaf_hypoxia_rep2,pair_02_hypocaf_hypoxia_rep3,pair_08_normocaf_normoxia_rep1,pair_08_normocaf_normoxia_rep2,pair_08_normocaf_normoxia_rep3,pair_08_normocaf_hypoxia_rep1,pair_08_normocaf_hypoxia_rep2,pair_08_normocaf_hypoxia_rep3,pair_08_hypocaf_normoxia_rep1,pair_08_hypocaf_normoxia_rep2,pair_08_hypocaf_normoxia_rep3,pair_08_hypocaf_hypoxia_rep1,pair_08_hypocaf_hypoxia_rep2,pair_08_hypocaf_hypoxia_rep3,pair_09_normocaf_normoxia_rep1,pair_09_normocaf_normoxia_rep2,pair_09_normocaf_normoxia_rep3,pair_09_normocaf_hypoxia_rep1,pair_09_normocaf_hypoxia_rep2,pair_09_normocaf_hypoxia_rep3,pair_09_hypocaf_normoxia_rep1,pair_09_hypocaf_normoxia_rep2,pair_09_hypocaf_normoxia_rep3,pair_09_hypocaf_hypoxia_rep1,pair_09_hypocaf_hypoxia_rep2,pair_09_hypocaf_hypoxia_rep3
GBA,ENSG00000177628,187.2708982,175.7677686,186.1860001,184.3656751,185.416182,185.053534,86.05956705,84.29003054,94.089019,96.76284638,97.59269738,78.59877461,108.0261939,107.4705564,98.86449462,108.4904256,104.6441872,105.5819165,76.9728666,76.46896096,99.84297941,76.53491142,71.76010896,69.20683615,115.0176144,111.9766861,121.2066042,109.9776801,113.2116589,100.9125361,86.7390207,84.69961888,88.08576976,86.21817082,84.77767132,88.55003063
FAM189B,ENSG00000160767,81.00778115,76.17781219,73.99426587,64.99399259,59.28192127,66.15864387,57.45466241,49.22252576,56.78241889,43.05866467,40.40572468,36.48021272,64.57103294,66.23103792,58.28469474,51.87399805,54.41083329,51.75663958,54.74714027,62.94756361,80.59133623,52.39285492,50.78943634,50.52998716,79.85972319,82.23577237,89.80503087,55.07220214,50.48220355,50.85499674,75.96363044,79.96942279,78.35785101,56.42364612,54.56607225,58.77570395
SCAMP3,ENSG00000116521,132.5342342,124.8221532,116.7058967,101.4677806,101.3726328,100.8616071,105.710236,109.6442175,112.6714319,91.91929709,83.09953982,80.68544587,132.6997624,133.3547337,133.439817,88.63929307,96.87111228,99.75945808,121.9979305,111.362109,135.7092325,85.24823026,84.32308407,83.28570808,127.8316695,124.2084805,123.7594423,80.47850866,80.14588991,73.78697901,103.4450708,94.39787492,104.8302474,71.61859485,63.94461784,64.83893458
CLK2,ENSG00000176444,4.701645406,3.491074103,6.299072412,3.932424125,5.704300006,2.865705828,6.971079136,7.782978632,12.06820284,7.565863226,6.540342211,8.825582322,11.59027181,7.830158054,7.13526952,7.981206705,8.159266521,9.775375894,17.02636911,13.04200639,14.78675207,11.55467818,14.63936206,13.52214208,14.68680736,13.73369449,14.36676574,8.944547342,7.721950328,8.815220245,31.16754556,27.66982274,32.80213467,25.15190527,24.1188764,23.99139876
HCN3,ENSG00000143630,0.855795744,0.527502458,0.691674886,0.339537482,0.77872456,0.625457595,0.680413461,0.54600495,1.200284711,0.30881367,0.772765263,0.450289079,0.511613956,0.591569744,0.435274558,0.086140213,0.825761629,0.74812259,0.836996133,0.754594096,1.561154003,0.656691626,0.632003565,0.9379699,0.497402745,0.734072258,0.443838009,0.637453534,0.709165423,0.341197542,0.644872095,1.144251631,1.245089372,0.616174557,1.072994028,0.708667795
PKLR,ENSG00000143627,0,0,0,0,0,0,0,0,0,0,0,0.218208268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09546075,0.103339344,0.195314007,0.099017807,0,0.407175956,0.299981868,0.858543875
FDPS,ENSG00000160752,133.4365024,130.2382523,134.7878018,122.6446714,122.6180106,138.9997273,135.5737988,131.8698462,134.8353783,123.5571037,120.6275419,124.1700762,202.4785177,201.5251521,193.1235635,149.4244294,159.6554734,173.5991493,207.0544551,218.5365675,209.2431786,181.576693,202.6007818,190.7992984,181.7115954,185.5302621,183.9650634,110.2032749,107.8031195,107.7933213,210.4315935,217.7182201,218.3314138,133.2191102,136.667808,144.6014797
RUSC1,ENSG00000160753,21.79101517,20.92677776,23.15835623,24.14558041,23.07854694,23.07816495,26.99297615,27.80570533,30.24910549,23.72017697,23.64479857,18.31970467,28.06956975,25.18040059,25.71824562,21.01279399,23.57137782,24.27651681,30.32001771,28.98042939,31.90288761,22.79540987,23.77694747,22.95973737,25.67047607,26.45737194,27.91006065,23.00195071,21.88169483,21.45567503,30.27775182,25.663534,28.45061879,23.26248979,18.88005519,22.73035976
ASH1L,ENSG00000116539,20.98259687,19.89584613,19.87700135,18.14717537,16.40234274,17.28539757,20.92945921,20.43433591,20.04648593,18.53648279,21.08413201,18.63385732,22.72756687,21.50367737,23.24448883,25.11226128,22.62548029,20.70382189,20.87620462,20.17094215,17.22207301,20.61702698,17.41231298,18.3061039,20.35405336,22.38794572,19.1321867,18.75031381,19.06026026,18.87351906,22.77669301,23.97384946,22.36370465,24.62088577,25.96240702,25.71859276
MSTO1,ENSG00000125459,30.01359332,32.34651115,32.88088861,22.66854895,21.29200954,23.48660811,42.09677183,44.91409532,44.11300862,43.71738435,35.25013085,35.38264954,45.88315843,46.79136568,45.52264658,28.66457601,35.16166579,31.14782135,53.44233014,51.69780507,65.25339369,36.84165618,36.48227835,36.0052459,36.95861596,45.05738193,44.16352574,27.85230719,24.12746972,26.59582013,49.2524293,46.73900194,55.21004258,23.80933588,20.54170918,23.03712483
YY1AP1,ENSG00000163374,22.51884304,21.95317742,22.68930096,19.25175793,18.69340054,20.96359434,31.34576946,34.07209033,32.18415699,33.50998013,30.12332884,32.83862137,27.86529371,31.31135041,28.25439667,28.04173316,28.91431513,27.14134724,32.5248468,29.65474072,32.1297105,28.32701886,27.27310866,28.67539008,28.82789354,31.71872751,30.08300713,28.66560023,22.80087055,26.18365233,36.56421495,35.79531543,36.16766705,34.77278513,32.67861567,36.19792423
DAP3,ENSG00000132676,84.18290204,93.7238504,89.70460742,56.7606909,60.36830975,63.6363954,87.15973677,88.21544918,89.78188563,76.26588674,65.10142368,71.38514775,92.34679629,90.84007907,101.8424598,72.02896643,73.36555419,72.35793703,93.18878131,94.54726922,76.94182374,65.17483852,66.44582048,68.71466103,105.4325333,94.59002857,93.5629334,58.22108469,61.31532518,60.86325136,85.15851807,80.63193533,84.33607054,52.67597559,50.51076131,47.78460487
GON4L,ENSG00000116580,10.34151998,9.804137702,11.14435651,8.129317016,7.348347381,7.54800021,10.18167547,9.290610116,9.178993265,10.77669201,8.727263061,7.038141259,12.0511273,10.72765257,12.46645599,11.32372723,11.5639674,9.98854804,12.82410548,11.38545357,11.06111421,11.71787985,10.60438051,10.9396902,13.7707596,11.77219998,13.73426837,10.65468768,10.07353605,10.48106159,18.49855379,16.72561799,16.59254517,14.14533871,17.22607741,15.96673334
SYT11,ENSG00000132718,13.15212068,11.21837794,11.44097712,15.33999155,14.29070939,14.82365881,10.26781596,11.592613,10.41376201,9.66341857,11.44682778,9.471468418,7.63257389,7.573573517,7.930598296,7.145481976,7.56150917,7.880391444,7.129003921,5.980048999,5.90298177,8.876298706,7.355661497,7.389067608,12.36760374,12.01541144,10.9026954,10.03263539,10.62145449,10.17136736,15.10468528,14.77035361,14.62288372,17.83968139,18.88947961,18.37038689
RIT1,ENSG00000143622,9.446289752,10.38732434,9.683060259,11.51769444,11.36759176,11.06534466,16.1199189,17.54145587,18.83448202,17.9579828,19.66014351,18.62043888,14.1672032,13.83307643,15.28087273,21.79922636,14.4704594,15.21761021,15.1726294,16.73970879,11.41429602,14.23195763,15.94529694,15.88581845,14.53888207,14.94059491,14.89642733,15.70279319,17.14050793,13.41115041,16.3195704,17.25110232,16.66437437,21.29379442,21.50981095,19.2695403
KHDC4,ENSG00000132680,8.36965583,6.344556649,6.993312129,5.269752631,5.592353191,5.623040182,11.066594,11.68589322,10.64507514,10.30803333,12.15791091,11.18185618,11.80966507,9.199357997,10.80900635,7.545409339,7.214065703,8.836492421,11.44825123,10.58856201,9.852600999,9.075163965,10.21204608,10.15228707,9.910455657,9.114467573,10.12835124,8.267191805,7.036132006,8.197170771,16.45259762,15.56973281,17.31998891,12.57635072,11.79241816,10.32078934
RXFP4,ENSG00000173080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213363716,0,0,0,0,0.234471293
ARHGEF2,ENSG00000116584,44.48749818,44.69974127,48.34192945,39.89331867,40.43874672,40.82770964,43.29832667,42.53061415,42.58418883,33.4150237,34.18964593,28.88176175,29.96623337,31.12386553,30.13179259,23.07729675,24.75994633,24.27422888,51.01198596,47.90816416,58.59312173,41.78878017,39.01864518,38.29592886,54.97915058,60.43372043,61.76743113,79.25930299,77.50530892,75.72864377,65.73218615,68.3529606,74.37659903,91.97640127,87.91099057,89.21099076
SSR2,ENSG00000163479,270.9777636,270.062241,266.4263132,272.8588007,278.8307948,282.7094636,320.7647743,331.6328423,347.2146722,317.9610976,326.487737,336.5556219,317.5285868,321.6207495,328.8467707,315.6575967,313.7159283,307.7944509,309.6416294,307.1240026,328.1197696,262.8711201,274.5548995,268.9364406,347.4225549,355.0596359,362.8713308,364.6666557,368.2460148,356.4679258,344.0237513,360.3623445,356.5864327,275.3485655,294.1298554,285.6432347
UBQLN4,ENSG00000160803,25.9804807,26.96822132,27.25629873,17.00782301,16.13132347,15.98805709,32.44234935,29.641372,31.1411987,22.91372428,18.42285762,19.39531582,37.35442975,38.48364789,37.12408344,22.5203512,25.9802858,24.93834792,34.0042336,32.17924601,38.47272709,24.9786648,22.92710516,24.66830843,32.66230417,35.55139406,38.36171296,20.06345847,17.98307829,21.75215295,44.48055686,46.32640137,41.0704205,25.68823316,25.82356472,24.39300035
LAMTOR2,ENSG00000116586,116.8891695,141.0946534,144.7908431,126.7496517,133.7415381,124.0383168,90.28869471,97.66573643,98.01473875,82.85780513,95.78237526,68.81320437,141.5342355,128.6552454,131.0062641,86.92228282,93.70329509,90.18250207,100.4889331,111.7959824,137.5476325,95.759212,93.73905419,97.48355644,112.3203648,136.1585784,135.0506427,105.9674467,100.1937458,92.04425939,132.590309,126.8102089,173.2598898,94.42521798,68.84447092,82.67072936
RAB25,ENSG00000132698,0,0,0,0,0,0,0,0,0,0,0,0.314219906,1.275048288,0.58972589,0.607485002,1.202204143,0.785770198,1.740178486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX3A,ENSG00000254726,1.079731777,0.877627256,0.716033166,0.543718458,0.403074207,0.416239677,0.594316537,0.211962474,0.549164661,0.269737566,0.112497082,0.157324486,0.553275391,0.59053116,0.557621645,0.551762636,0.480848601,0.484042971,0.812317594,1.010636311,0.956920372,0.525796675,0.420595996,0.248267505,1.696475739,2.308267996,1.895307041,0.324795681,0.504721014,0.44703556,2.722483461,2.52245271,2.900108032,0.848082464,1.201565969,1.289574323
LMNA,ENSG00000160789,288.2153474,309.9972337,323.0840983,289.5819158,275.8174917,294.0500027,354.6602837,369.7927051,366.4113553,373.8551803,364.4049645,317.4739471,326.7277868,332.289501,291.4440849,285.6130345,320.5513812,324.1709527,403.5106143,419.0505904,548.8332568,399.7337135,412.0941854,398.26439,391.6187782,397.2177658,424.8337504,310.842245,285.2749102,289.2577584,463.6923772,481.2179288,526.4841345,464.568551,443.5136009,477.1485143
SEMA4A,ENSG00000196189,0.141161426,0.298320848,0.15212012,0.168017645,0.256897444,0.088429465,0.75756968,0.54037313,0.339401217,0.764070955,0.573595876,0.891289058,0.361669189,0.501829664,0.775412779,0.085251712,0.297179721,0.493604006,0.207090714,0.298724305,0.487910947,0.162479529,0.446774789,0.506342793,0.351623027,0.29060024,0.36605,0.078859807,0.155966815,0.253258671,0.558442938,0.808892242,0.440088135,0.720695142,0.490119936,0.438348858
SLC25A44,ENSG00000160785,21.81924805,19.97629859,21.01687092,10.76170677,10.42574875,9.830082918,26.82362427,26.12545987,26.23053458,20.30384542,19.63484088,20.19311109,25.57754524,25.94439725,26.08719377,17.41932429,14.86592266,18.20306824,23.1669851,25.37970017,23.15860939,18.06170886,16.27114019,16.617941,31.34442341,32.68856029,33.01800977,12.77373872,12.71433984,14.3893054,31.50362152,32.37079431,29.72564077,18.37060528,18.16106442,19.12000413
PMF1-BGLAP,ENSG00000260238,5.707996143,3.446538974,6.444031852,3.235215631,3.627517763,9.535278048,9.724777293,6.589833323,4.901432176,8.238915643,7.731297747,5.148588333,2.507046286,2.254662041,8.294854791,2.954771851,5.722258969,5.069040276,7.975151833,9.490800463,8.768507487,5.631440452,3.785207336,6.82481701,6.499753392,7.554019047,8.176110241,6.07384971,2.402539461,4.226343137,5.837309203,4.984125704,8.473991009,4.696877757,2.516630405,4.051440411
PMF1,ENSG00000160783,17.74651438,23.82027498,17.91818627,19.02956858,17.45762186,15.22350425,24.78720007,29.9891305,31.90549865,32.01912529,32.26599655,35.33138548,30.63988702,32.96540167,31.81134954,29.93221471,32.48033741,32.05235295,37.3715677,37.21665135,36.10351009,33.12418537,46.55330667,38.61435601,43.4884566,39.16669974,44.27776717,32.33242889,32.67969399,33.84701539,45.53919492,51.30417945,53.4328691,46.33814591,41.63299751,48.65416282
BGLAP,ENSG00000242252,0,0,0,0,0,0,1.935345995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.023709631,0,0,0
PAQR6,ENSG00000160781,0,0,0,0.128718378,0,0,0,0,0,0.117071006,0,0,0.110829958,0.128150628,0,0.130622734,0,0.126050068,0.31730454,0,0,0.124475625,0.547638919,0.129303131,0.215502821,0.111314474,0,0,0.119486233,0.129347705,0.366705714,0.495754108,0.404582012,0.33976911,0.125160353,0.134327686
SMG5,ENSG00000198952,66.3416903,67.11931165,68.12762467,59.16889344,54.48517358,57.24266773,69.16643861,67.03301609,69.72182447,53.16492516,53.26406192,44.5035739,70.26609605,69.65077986,71.52839416,53.66276444,55.7398732,56.68271663,65.47152412,69.4970073,79.06308469,52.243067,51.00108161,54.55633497,66.99826228,67.97776395,66.19754501,47.42565505,42.58684323,46.96334572,69.28587692,67.84311774,69.25475565,44.28045216,46.41579497,48.10030194
TMEM79,ENSG00000163472,5.892745285,5.33713823,4.924654954,3.721635134,4.814908244,3.314783924,2.438173147,3.069078788,3.903486802,1.432062336,2.606215359,3.037275016,3.081179958,2.422643704,1.614799763,2.759893078,2.152006839,3.083796086,3.410930858,3.690150795,5.680789741,3.183699285,3.197227175,3.882332197,3.355064562,2.847077966,3.367981658,3.090431308,1.993099657,2.301434387,4.621630573,5.512977355,3.449316446,5.289709428,4.59304399,3.734439526
GLMP,ENSG00000198715,105.2086408,104.9997507,105.4591838,108.4085578,106.3899009,99.48022651,50.99741034,48.91579305,44.72627138,48.33082707,44.77896811,38.53681161,64.67381888,66.85657068,56.68257338,57.33843572,68.21184739,58.1855963,46.61246634,52.52104744,59.03375467,42.28102027,41.61561102,43.80817674,58.93579442,63.01755202,64.67561851,53.46032798,49.43198072,49.00546561,47.58833184,49.76268331,43.10701147,42.16919326,39.24332649,40.59677596
VHLL,ENSG00000189030,0,0,0,0,0,0,0,0,0,0.433196953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCT3,ENSG00000163468,350.6935071,352.1372511,341.6470959,211.5494896,213.7513236,217.5319612,372.5310642,359.6085952,364.7054099,298.9523118,291.5920265,297.1061434,453.552891,455.4579417,449.5117815,313.2976198,306.1229728,314.6304851,393.4005812,401.0390774,406.7338389,267.7394922,263.6859726,279.982631,465.193668,468.6849378,457.7792179,247.4844788,232.4605625,224.1430369,381.3226975,391.8558972,398.26726,224.6738755,224.7292734,225.7357146
TSACC,ENSG00000163467,0.981926477,1.29695992,0.52907787,0.584369891,0.297832074,0.922680172,0,0.626477428,0,0.265745934,0,0.309992733,0.754737103,1.163584715,0,0.296507748,0.258399766,0.286128002,0,0,1.1313116,0,0.310778947,0,0.733772608,0.505357727,0.509252699,0,0,0,0,0.281334898,0,0,0,0
RHBG,ENSG00000132677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEF2D,ENSG00000116604,31.35373643,30.82328295,33.69368433,51.45634204,48.21239851,47.32514142,34.47600078,35.1044248,34.22786551,41.17472077,41.58042386,34.8509379,34.77293465,34.87737514,33.10250516,40.03351304,41.73725129,40.66801933,28.5295322,27.07615563,31.84724278,32.36930249,34.05478815,33.46803611,22.97312327,24.67670325,25.41043412,31.37223804,30.20336692,32.38273863,23.05029357,25.5234668,25.48556852,30.14920982,27.39234555,30.70047702
IQGAP3,ENSG00000183856,0.135680108,0.334526509,0.097475516,0.215324662,0.054871573,0.113327648,12.29769755,13.73498968,13.81007402,13.95363749,14.15062544,10.9083943,11.54116742,9.378902329,9.385301994,13.76615121,13.42508897,13.38967473,19.9049353,19.04594501,22.30190523,15.82526991,15.11581145,15.30342725,17.66453688,17.31760392,19.56209424,12.58241323,10.24389115,10.71068245,48.41050664,51.46936428,51.15473373,45.04394102,43.75888837,45.27868471
TTC24,ENSG00000187862,0,0,0,0,0,0,0.110354414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAXE,ENSG00000163382,13.40364655,15.07988248,14.21047819,15.02437215,14.4727036,13.74978675,17.38192206,16.16232338,17.3129045,16.57627113,16.27469974,16.70693796,19.64908012,17.37401631,15.46150417,13.51765197,16.20936409,16.28027521,15.95165182,16.56899688,19.14108409,13.13115267,15.26658483,14.31465581,26.96934125,28.6648353,34.77990136,27.81929051,24.92206346,23.81410143,21.76918544,19.53717048,20.28520352,14.68466211,13.40419771,14.60150467
GPATCH4,ENSG00000160818,31.10363699,34.76226709,30.16645696,8.828122932,8.853605119,8.992905527,48.93571972,49.76361021,47.74669029,32.89418964,35.32344466,27.49424179,44.74929088,55.00328011,56.51362877,30.92207771,26.44418934,25.09872816,58.38371168,51.1379976,59.40436617,29.46688409,35.28794432,29.75147502,60.19362054,60.95270176,62.41517265,19.7819551,15.06811217,17.74257043,69.50173833,64.3006403,64.44736826,27.2494678,30.04433782,24.81522008
HAPLN2,ENSG00000132702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187776764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200107931
BCAN,ENSG00000132692,0,0.072778576,0,0,0.083563856,0,0.082141006,0,0.082800574,0,0,0,0,0,0.168151359,0,0.072500186,0.080280001,0,0,0,0,0,0.082351843,0,0,0.214324393,0,0.152199122,0.082380232,0,0.078935182,0.085891383,0.054098869,0,0
NES,ENSG00000132688,7.668655327,7.583768154,8.528862593,6.143597786,6.620184382,7.144363835,5.686700917,6.272650254,6.2642322,4.895872465,5.393222867,5.276501657,40.75666205,39.96113115,42.00462027,36.5756792,39.53312225,42.28558712,30.57771756,31.05227889,34.0386527,24.1038732,22.59091685,22.39375571,11.55920283,12.85222358,13.35919459,7.140155043,7.278059218,6.056041895,26.39264712,27.60548162,29.30259825,12.66457628,11.43551568,12.76158859
CRABP2,ENSG00000143320,29.59732407,31.00717118,34.075891,89.7267022,80.71882305,91.27882224,12.06759179,11.29772719,11.25215412,22.72962795,22.95673478,22.04185848,13.22185009,8.993047303,10.49904763,27.80513741,28.22575633,33.31857452,43.7918388,56.20958869,54.79333125,160.7267927,178.3833818,179.0587849,27.9776238,27.60084552,29.65032062,186.5435302,181.6753933,190.9206795,60.04551888,63.49146222,43.21860723,228.8976138,223.6789012,225.6081912
ISG20L2,ENSG00000143319,25.7593577,26.98026392,26.13577706,13.08882423,14.25561666,14.72124282,35.39151705,40.75033969,39.20705142,30.57650483,27.5449137,29.39002369,32.80600301,34.4520656,30.61664229,22.47102818,23.78500873,22.2111389,38.01123275,36.34111878,32.97583414,23.66759809,26.8899902,23.23464119,29.49325702,35.58537481,33.90650435,17.42003162,18.89082598,17.20676855,40.26843819,40.22531639,40.29487658,28.10119144,25.36687617,25.72796587
METTL25B,ENSG00000143303,7.633402544,8.642093492,8.108487237,8.047308872,6.879802251,7.104514794,7.542966037,9.879499122,11.01201447,5.784473742,7.385142128,6.747590813,9.946392622,8.787150708,6.522597928,5.005192547,5.739357353,5.846814832,10.13204383,7.499943792,9.297262962,7.531023286,7.040814675,6.910402364,7.388398294,7.295976342,8.030874487,7.310398396,7.831584683,7.043214439,15.03746666,12.62252174,17.13461239,9.079212704,12.11592104,12.59699356
MRPL24,ENSG00000143314,68.68428603,71.85417026,70.14987994,51.4506318,57.00546797,58.65335403,71.92834601,73.90732542,84.00826302,64.36625295,64.56605719,56.74395683,90.7019369,84.42798553,75.29097822,56.33924845,62.94663464,72.09103963,77.20166017,85.14845434,96.06261984,62.73423882,56.2389618,58.01723343,85.62894267,85.29488908,81.52175699,45.62458275,43.22977586,47.81941056,83.23449071,81.26135505,85.65268904,53.94852662,54.37873555,49.6604929
HDGF,ENSG00000143321,146.4157971,139.5071124,145.528509,110.1923959,116.9615024,114.9822321,217.8189226,218.4166337,209.2851473,209.4844909,184.9581695,204.5895051,221.8302761,204.8647034,202.0669321,172.1096666,178.8012381,182.3881924,197.2313689,207.3076941,205.9070297,191.8085181,188.6742416,187.0952133,310.0171285,335.8055645,337.7674695,199.6813821,191.4583255,193.7795062,457.6965472,464.7662862,480.124118,400.812035,409.8352275,393.6057523
PRCC,ENSG00000143294,71.96956152,70.83534795,65.83462142,48.32595873,40.81978504,47.8579936,89.75271391,81.34363573,83.47881911,78.45829407,67.84229085,69.16032408,90.99743882,93.22792371,79.20605049,56.98525414,74.9580227,71.50225062,80.9035666,81.2362389,84.2301741,62.01957763,61.00903811,69.56675766,87.20953005,85.14600458,89.60694241,48.33173284,51.42811133,47.35195933,95.92986468,97.70147383,101.2640359,70.636373,65.28847508,63.62905114
SH2D2A,ENSG00000027869,3.597170921,2.073276432,3.171622715,1.946154206,0.991883998,2.048563107,2.729986266,1.669109516,4.324425664,4.602135377,2.879058395,3.303626253,1.508121631,2.518841166,2.195510311,0.394989414,2.23745795,0.952905383,1.918991134,1.557060291,1.69544682,0.752802407,1.656002514,0.195499537,0.325828936,0.673206529,0.678395173,0,0.180656902,0,0.924066272,0.374777075,0.40780449,0.770569551,0.56770762,0.406192801
NTRK1,ENSG00000198400,0.066693958,0,0,0,0.080916852,0,0.079539074,0.085102623,0,0.216598477,0.090334828,0.084220735,0.068350542,0,0.081412464,0,0,0,0,0,0,0.076766035,0,0,0,0,0,0,0,0,0,0.076434798,0,0.052385211,0,0
INSRR,ENSG00000027644,0,0,0,0,0,0.065947974,0,0.067165609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059495651,0,0,0,0,0
PEAR1,ENSG00000187800,4.175911318,4.18331891,3.62345484,7.68150574,6.777199235,7.813926763,26.25914667,29.47993992,30.25142833,36.51729294,32.46770113,28.83202666,55.57967572,54.8186846,51.90163122,62.42671899,64.85030308,62.51701256,77.22808148,78.84457226,94.03733473,83.5216894,85.27362978,87.53901407,8.537660683,7.870994154,9.337981185,17.57228384,17.49683756,16.86517749,18.81887419,19.51618015,21.10079169,40.08412111,40.7980095,39.00344241
LRRC71,ENSG00000160838,0,0,0,0,0,0,0,0.176662198,0,0,0,0,0.283774025,0.32812265,0.338003795,0,0.145733808,0.645488563,0.13540681,0.292982513,0.31902186,0.478069511,0,0.331073571,0,0.1425073,0,0.309376159,0.305937941,0.6623754,0.156488309,0.476006694,0,0.43498008,0,0.171969335
ARHGEF11,ENSG00000132694,20.65750985,18.1236797,20.55505051,11.8002719,11.38804681,9.918081182,17.35316707,18.75937953,18.71607702,17.26177399,18.07462935,12.37665517,21.32514311,18.62741121,18.4521164,15.25314098,14.04668388,14.23586311,16.84872101,17.4701264,18.84909091,15.44649765,14.03063582,12.5750278,20.35719599,22.3496038,22.56096063,15.16245694,12.07846025,13.97706967,26.80049262,29.80925547,27.97035572,20.0747111,21.29032583,19.15069552
ETV3L,ENSG00000253831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV3,ENSG00000117036,13.36551986,13.4373082,14.68278879,13.2312037,15.48110223,14.90290813,13.61837649,13.30150775,12.63574963,12.1275979,14.2950583,13.70987928,13.87481434,11.53264521,14.7311273,15.67348954,15.38924144,15.72980553,12.56426694,10.57216379,8.123033612,11.74957057,11.828066,11.73979664,11.93791292,12.42171368,12.15852891,11.59867255,11.75651629,10.91608372,14.96041097,15.86287795,15.04926167,15.66211837,15.11817594,15.1509658
FCRL5,ENSG00000143297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCRL4,ENSG00000163518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCRL3,ENSG00000160856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCRL2,ENSG00000132704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCRL1,ENSG00000163534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD5L,ENSG00000073754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIRREL1,ENSG00000183853,88.56002007,89.2429356,95.06044653,106.8158306,106.8553909,106.599136,82.02175962,81.5031456,80.00517084,78.36770618,79.54394737,74.29193208,74.2968305,74.45364273,74.65845592,80.08967322,79.31234841,81.37928182,84.67621511,82.04236122,93.50027381,79.7624848,79.63059119,75.04008339,97.73117245,102.9313285,101.0197373,114.1379906,107.5679666,109.542225,106.1519721,108.5875154,106.6230015,118.8010334,112.152977,113.9324367
SMIM42,ENSG00000288460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD1D,ENSG00000158473,0.14319226,0.151306336,0.462925837,0.852174245,0.955508864,1.076419976,0.170770786,0.091357878,0.258213037,0.54254434,0.484873313,0,0.440246859,0.254524645,0.174792964,0.778303755,0.602910257,0.500705293,0,0,0,0.164817059,0.090640472,0.256813674,1.569399432,1.400209709,1.188211895,2.239841308,4.113476862,3.254094579,1.132954075,0.820529457,1.607110238,1.237184384,1.160065899,1.511827718
CD1A,ENSG00000158477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD1C,ENSG00000158481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD1B,ENSG00000158485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD1E,ENSG00000158488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
