gene_symbol,ensembl_id,pair_02_normocaf_normoxia_rep1,pair_02_normocaf_normoxia_rep2,pair_02_normocaf_normoxia_rep3,pair_02_normocaf_hypoxia_rep1,pair_02_normocaf_hypoxia_rep2,pair_02_normocaf_hypoxia_rep3,pair_02_hypocaf_normoxia_rep1,pair_02_hypocaf_normoxia_rep2,pair_02_hypocaf_normoxia_rep3,pair_02_hypocaf_hypoxia_rep1,pair_02_hypocaf_hypoxia_rep2,pair_02_hypocaf_hypoxia_rep3,pair_08_normocaf_normoxia_rep1,pair_08_normocaf_normoxia_rep2,pair_08_normocaf_normoxia_rep3,pair_08_normocaf_hypoxia_rep1,pair_08_normocaf_hypoxia_rep2,pair_08_normocaf_hypoxia_rep3,pair_08_hypocaf_normoxia_rep1,pair_08_hypocaf_normoxia_rep2,pair_08_hypocaf_normoxia_rep3,pair_08_hypocaf_hypoxia_rep1,pair_08_hypocaf_hypoxia_rep2,pair_08_hypocaf_hypoxia_rep3,pair_09_normocaf_normoxia_rep1,pair_09_normocaf_normoxia_rep2,pair_09_normocaf_normoxia_rep3,pair_09_normocaf_hypoxia_rep1,pair_09_normocaf_hypoxia_rep2,pair_09_normocaf_hypoxia_rep3,pair_09_hypocaf_normoxia_rep1,pair_09_hypocaf_normoxia_rep2,pair_09_hypocaf_normoxia_rep3,pair_09_hypocaf_hypoxia_rep1,pair_09_hypocaf_hypoxia_rep2,pair_09_hypocaf_hypoxia_rep3
OR4F5,ENSG00000186092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4F29,ENSG00000284733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308427278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4F16,ENSG00000284662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335839306,0,0,0,0,0.300039332,0,0,0,0,0,0,0,0,0,0
SAMD11,ENSG00000187634,3.379160562,2.639170723,2.137397917,3.147692889,2.673774255,2.57703301,16.73317669,20.05955168,17.66234461,19.96054368,15.32288158,16.3266167,5.420495138,5.135964875,4.304241559,5.678688383,6.186059884,6.7642472,1.365079442,1.088187063,0.930994148,1.268308404,1.581002401,2.28366126,3.806059745,4.385599058,6.781493773,3.529304432,3.571246593,4.481033579,6.393467218,6.819313294,6.320969589,3.231180531,3.145703578,3.011124895
NOC2L,ENSG00000188976,116.1563462,119.6961817,111.1586464,78.46283863,73.4749674,74.50661915,149.3021977,148.470833,149.4268948,117.0395408,107.1726897,95.65642627,150.3789269,139.9984022,127.126758,87.53807823,113.4906393,106.3442408,118.8479863,116.6016205,145.6091793,76.67648851,85.844089,79.41280546,160.9407034,150.2188215,161.1594539,78.20164117,74.48057509,72.671735,144.6454308,145.0680902,154.509533,78.3691872,77.78768115,77.4427128
KLHL17,ENSG00000187961,6.314838251,5.578791669,5.912605281,4.312601169,2.637571109,4.669236274,6.79030245,6.076404554,7.591534904,6.387852807,3.78586295,3.398899136,5.835130214,4.170905499,3.917405174,3.126003586,5.448482207,4.585190412,6.074869815,4.819584501,5.009391286,2.740582289,2.88328577,3.589531214,3.300681627,4.795068822,3.221350754,2.544630607,1.143795971,2.847850966,5.382511284,7.118496479,8.004011417,4.309535531,4.313203736,5.01488336
PLEKHN1,ENSG00000187583,4.353762392,4.079662942,4.603231528,5.279848607,6.278875762,5.146000362,3.918707777,3.459069172,2.666367336,4.713162052,3.560471883,4.771766882,4.967024844,4.867185465,4.813206497,5.258741111,5.793443734,6.989612465,1.767522146,1.99913083,3.028601283,2.74201273,2.495931761,2.848355501,2.128058015,2.198427445,1.278098949,4.313764,2.541341636,3.144096437,2.321258912,1.129730174,0.921966153,1.613062009,1.616228838,1.428501573
PERM1,ENSG00000187642,0,0,0,0.573735628,0.194941451,0.603926265,0,0,0,0.260909935,0.217630839,0,0,0.2856025,0,0.776298537,0.845658172,0.561842188,0,0,0,0,0.101707815,0,0,0.082693552,0,0.089761765,0.088764207,0.192180242,0.18161279,0.092071738,0.100185605,0,0,0
HES4,ENSG00000188290,1.579107724,1.66858882,1.701697572,3.13255975,4.151034531,4.286618301,4.708101314,6.044904798,8.226237002,6.837847296,9.268353371,8.641047419,3.506382792,5.925611104,2.248862747,5.086248297,3.324412374,2.147335631,2.059225101,2.784742444,4.851586286,3.938097594,3.331908905,4.405506877,1.048918536,2.167207174,1.364944133,3.822729161,3.198669425,1.573937699,1.18991303,0.904870418,0.984612571,1.033600503,1.82758184,1.307628363
ISG15,ENSG00000187608,90.2902348,51.70636637,75.18611496,47.72185603,42.5157862,99.67499995,56.47549443,54.78606528,53.89276375,38.96074469,48.31944318,40.26508832,89.94458281,86.79241469,89.40609715,55.67300615,76.76440108,68.44300618,42.91833631,41.75507701,58.92411025,66.13460319,59.9513021,53.22322693,59.76536988,65.31617468,74.00610591,56.43706259,44.29907283,56.26237276,35.68366641,36.904519,39.76305437,15.86999988,17.17266442,14.50909441
AGRN,ENSG00000188157,54.91357809,43.22956402,47.66597861,50.48769471,47.14370675,55.24617258,29.47858341,28.52627161,30.16801362,28.87091081,31.06840154,23.2589544,58.97915671,50.7518322,48.31006431,55.86602804,65.37110078,67.27819511,45.83868559,43.86761755,60.34900014,49.88749522,50.62334441,47.4832797,81.86681258,82.49482917,92.36343912,105.8793178,96.0026371,99.13504183,56.53538005,56.97005297,64.21061491,62.19754051,60.42411502,63.23393094
RNF223,ENSG00000237330,0,0,0,0,0,0,0.171804399,0,0.173183937,0,0,0.181916788,0.442911511,0.512130378,0,0.522009694,0.151639863,0.503735877,0.140894349,0.304856015,0.497925961,0.497443907,0.182378172,0.344490763,0,0,0,0,0,0,0,0,0,0,0,0
C1orf159,ENSG00000131591,4.20645985,2.901480667,4.218224363,2.294758818,2.480874426,4.025852834,3.553435699,3.429245174,5.056897026,3.921241495,3.640079019,3.393709125,3.712200352,4.292348526,4.350292809,3.104945598,3.382361932,2.315285498,4.285473797,4.512649868,5.250275874,3.362303175,3.62420657,2.933870108,3.841930006,3.427749233,4.484358613,3.655459262,2.45292356,2.375856438,4.622500991,5.155604629,6.702791232,4.084100856,3.854110688,3.120445059
TTLL10,ENSG00000162571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF18,ENSG00000186891,0.215351696,0,0,0.512645498,0,0,0.256827976,0.27479242,0,0,0.291686967,0.271944844,1.103503632,0.510384326,0.262877066,0,0.680052885,0.753027669,0.210620978,0,0,0,0,0.514974391,0,0,0,0.240612378,0,0,0.243412579,0,0,0,0.249237492,0
TNFRSF4,ENSG00000186827,0,0,0.548764488,2.727512489,1.853485186,2.233029069,0,0,0,0,0.344868963,0,0,0,0.31080628,0.922621784,0.804043923,0.296774625,0,0.538815282,0.293351729,0.586135456,0,0,0,0,0,0.56896434,0,0.304538643,0,0,0,0,0,0
SDF4,ENSG00000078808,372.3224707,365.4774502,393.7694891,372.9994757,389.3539206,385.5053569,247.7318598,255.9146152,238.4308874,269.6859322,291.566078,216.9039442,351.5564291,334.8924201,283.5844207,314.4862914,342.7471659,345.9668619,304.0773572,309.0950963,433.3791704,311.6341969,331.9694413,325.4932253,353.2416672,355.0012546,372.9902416,396.1141296,360.855597,363.1468645,326.1382394,334.0816988,353.0439873,301.6638896,297.6166833,312.047946
B3GALT6,ENSG00000176022,38.05621467,39.69714579,40.48483113,36.70176243,33.50425019,34.23181816,42.59279107,45.82107278,47.39250979,37.71176388,37.00732897,37.21349477,33.40126496,36.65551119,32.5183148,31.70518769,32.86881872,35.48599265,36.83847258,40.2670779,55.20084717,38.86151208,30.14278802,37.56852924,38.69593231,46.3032891,48.58325215,39.03135942,33.42249303,39.33217005,52.27981525,55.80410601,62.66886427,34.26026394,38.9623508,35.39220868
C1QTNF12,ENSG00000184163,8.45442488,11.44604686,7.687205249,5.031447321,6.731407348,6.951272921,4.726279312,2.022748066,2.540922626,4.576165501,2.862811852,3.00268057,2.43686835,4.38309783,1.612532582,5.105886321,2.502935958,3.079466432,2.583969722,4.193241517,2.130764247,3.953302604,2.341341393,2.211258278,2.105936829,1.903627923,4.110642564,2.066340087,4.08675209,2.844026422,0.895880466,1.211152168,1.976828327,2.282700725,3.057730234,1.640846402
UBE2J2,ENSG00000160087,31.57938776,30.48043284,32.79066123,20.03521001,18.32782658,18.65608386,42.80887005,47.73082954,46.8711743,35.66582812,38.97336503,29.0684381,41.6526944,48.07699632,37.67045629,26.93505997,28.62227316,34.54441041,44.5344635,43.08044131,51.96488806,28.73103527,30.50820138,30.01732262,38.56050587,45.16676186,43.05259793,25.71928161,23.36698514,21.33771414,47.15870825,46.33190204,45.66049149,29.43737695,27.05749723,31.36246109
SCNN1D,ENSG00000162572,0.272011931,0.071856413,0.073282214,0,0.247515102,0.170399734,0.243300639,0.433864803,0.163502847,0.515316028,0.552647158,0.25762129,0.348460402,0.161167324,0.166020746,0.246414514,0,0.158525576,0.266036535,0.071953594,0.235045795,0.156545494,0.172183119,0.325233516,0.135512457,0.139993507,0.21160873,0.15195942,0,0.081336408,0.538047631,0.623480073,0.848030703,1.014854456,0.944439808,0.675743353
ACAP3,ENSG00000131584,15.03990447,13.93387539,16.05386217,29.69405597,31.0462791,28.04162805,12.9211225,14.64350202,13.28194516,15.04682543,17.95743466,12.33149475,15.85177221,16.04853007,15.48770356,23.67622091,24.53485591,24.42594281,18.12547095,17.49746502,24.4727152,18.21370137,22.28908228,20.53936465,14.77226938,15.99444044,17.52247031,22.53817401,21.97267804,20.46119009,18.53041645,20.50411232,22.66660189,20.77106344,20.37626836,20.45212487
PUSL1,ENSG00000169972,18.43655996,24.19103851,24.2343903,37.61854137,41.54107096,34.52139683,31.16895496,35.93434648,28.0093932,27.63482327,29.91119222,26.86335985,31.76767237,31.93075414,23.98913756,31.32315753,39.24004145,34.94955064,27.74085629,27.43929786,42.48280219,32.8806372,27.18798207,31.0067186,24.42559374,25.2332856,23.53644599,39.16104485,37.15889169,32.47134831,28.39585202,25.30868753,28.8022863,20.84644449,20.16517638,22.3971283
INTS11,ENSG00000127054,34.87702751,32.16990817,38.91573494,22.74536084,21.06922757,23.30500207,50.77967021,55.72231506,53.54588035,42.00365979,44.0904944,40.83107089,48.32795184,44.51514647,46.03307506,31.85825021,33.19411489,33.87658321,52.30333361,53.97092549,70.32031091,35.79518492,39.00288163,37.79156038,58.42423341,56.392261,61.95186837,32.71695996,28.49986127,29.98294911,73.25846293,70.69855625,70.04245092,44.91538835,45.74695609,44.04350591
CPTP,ENSG00000224051,29.56395117,30.08647199,28.33223592,33.24084129,30.44202287,32.25641831,31.35481635,33.68720694,34.22953938,29.87867644,28.81353379,27.00112067,33.31692537,34.12841738,28.6309691,25.82654576,31.00488225,31.53452178,26.78059588,31.85860785,46.6305314,26.74578836,29.83180616,29.6091802,28.80449866,32.78883392,35.41782498,31.44724189,27.96387401,29.35842341,30.21022718,29.8810404,33.46662416,29.21929712,26.7666563,27.6431281
TAS1R3,ENSG00000169962,0.078766045,0.249688111,0.509285029,0.281254285,0.095563385,0.098684738,0,0.10050681,0.189380996,0.17053624,0.213372164,0.099465294,0.565057371,0.280013732,0.096148705,0.190276915,0.082911004,0.367231911,0,0.166683864,0,0.181322479,0,0.188354662,0.078480236,0.081075376,0.24510076,0.088005276,0.174054478,0.094209796,0.534176785,0.180540093,0.392900556,0.309336553,0.273479872,0.391347769
DVL1,ENSG00000107404,55.15153713,52.31071678,57.93402676,41.49026223,42.39143187,38.65004722,62.55323688,62.02126538,61.57996249,49.07441577,46.99290678,35.13250969,79.58283455,72.53011392,59.73148493,44.17965449,55.38368318,60.08688044,88.75290968,82.68478909,121.8988249,76.57215769,78.00551575,79.05264871,61.06618706,67.71793537,72.48363418,49.73547776,43.66777077,45.31434864,74.82400798,85.99470056,79.18502531,62.15075359,56.25346075,55.59668336
MXRA8,ENSG00000162576,334.4285611,332.3993195,343.8663488,332.6437606,303.799807,317.387438,215.2228421,212.0675798,222.5985634,208.988351,223.1848305,177.298175,147.6132652,144.4236412,134.1660529,148.7085257,157.1201116,159.7229886,163.6710521,169.284926,230.8981148,196.7008332,199.5174675,200.5141509,99.5317712,110.3043884,110.6948476,105.8678102,97.24828922,97.32317361,77.74509485,77.6094386,78.81151915,123.0198816,116.3307922,123.199934
AURKAIP1,ENSG00000175756,156.6159604,168.0684354,167.1970948,155.6340559,151.5386581,155.5713879,188.2345343,201.7123312,186.5200261,172.4494525,165.8721352,155.5696594,248.7594209,239.3593317,194.1569712,144.6770182,193.10431,214.6788818,203.2796544,229.2125973,266.7291444,165.6668506,159.0526212,162.174707,196.6395053,189.3312363,218.1185591,147.1852939,129.6469286,127.2168111,203.4942176,228.1370266,226.0338163,130.6795302,118.5810677,123.9333335
CCNL2,ENSG00000221978,15.56711428,15.15061049,14.75750557,17.5535869,18.602883,17.30411664,13.19113954,11.87353547,12.31209301,14.19129879,13.47547636,10.05073722,20.75190842,18.86315867,17.64525069,20.35804321,22.11536248,21.07785145,15.22514518,13.18956908,14.36181572,13.33749538,13.63254411,13.15502466,15.62724901,15.6018528,15.53999256,11.31207432,9.311188855,13.43955013,23.15203885,23.9441443,25.98125281,19.76592452,18.42300445,18.31853974
MRPL20,ENSG00000242485,79.68234888,84.19759748,81.98054016,66.27742463,70.79357459,73.89196476,95.77726028,108.280969,104.6547057,81.84517891,90.50586902,90.12439142,98.21890595,105.9478891,98.6075225,68.01581891,79.74779484,85.19727715,103.8581096,105.0574009,100.8407075,76.00866874,75.85677765,81.39457979,109.0875278,103.8148124,106.730027,60.11214223,60.48393094,58.53424696,93.43374403,94.73569792,90.76115417,64.18866435,61.17773478,58.25503093
ANKRD65,ENSG00000235098,0.103521939,0,0,0.492868705,0.627993121,0.51880403,0.123460045,0.132095751,0.373354176,0.784473152,0.560868585,0.39218067,0.424373106,0.490694765,0.758207453,0.37512043,0.762787509,0.361988717,0.809982642,0.547680057,0.834898548,0.953246014,1.441642885,0.990215507,0.412585203,0.319671255,0.644270151,0.578325138,0.343138791,0.619098036,0.936088919,0.474566432,0.77458175,1.626239823,1.078300934,1.928801292
TMEM88B,ENSG00000205116,0,0,0.091688192,0.101270194,0,0,0,0,0,0,0,0,0,0,0,0.205536922,0,0.09917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA1,ENSG00000179403,0.324239296,0.342612512,0.291175629,14.60088264,15.01420585,14.21820088,1.28895699,1.51702777,0.779584158,1.404019978,2.415444511,1.50130735,1.329171759,2.177270314,0.593692154,5.352360004,5.802133344,5.479930275,6.500890301,6.804338101,9.463706318,15.30143349,17.10357977,17.83326321,0.269218973,0.055624271,0.168158961,18.71741031,17.49436502,17.19305529,2.260012507,1.857976771,2.493444667,7.937398847,7.067371431,7.316522768
ATAD3C,ENSG00000215915,0.354182202,0.224551291,0.534349479,0.33725281,0.515656464,0.798748752,0.168958777,0,0.085157733,0.153367866,0.191891374,0,0.653363253,0.335765258,0.345876554,0.256681785,0.521948803,0.082565404,0.415682086,0.7495166,0.163226247,0.163068223,0.35871483,0.338784912,0.988111664,0.364566424,1.02865355,0.474873188,0.469595737,0.593077974,0.400333059,0.568276108,0.088336532,1.279695861,0.573878355,0.791886742
ATAD3B,ENSG00000160072,3.807121599,4.658041997,3.166979051,3.02095562,4.051766258,3.84937905,12.74488464,12.95453813,13.00781254,9.399676208,9.9513799,6.410147427,17.72870948,17.01685858,16.14326908,9.196949702,13.56914047,12.53398446,18.02952578,16.53721135,23.23978497,11.45488612,10.23151334,9.663058381,12.57780792,12.09997563,13.37099007,6.865614111,3.985032053,5.51223862,9.965303851,12.78330032,9.57862888,4.406800387,3.865066523,3.152603277
ATAD3A,ENSG00000197785,56.89937071,61.79370826,63.62098487,45.59236419,43.08954323,44.84641429,88.5924789,88.62027551,80.47405763,73.97603138,70.39415128,55.7676294,91.56613759,90.01132085,76.26578012,59.7426855,66.35274155,65.67045847,92.74906537,91.68461806,116.2221884,66.66942393,70.97509214,67.36526238,82.81610888,87.18150326,94.70041743,45.81042283,44.17134902,45.92647559,78.92065835,88.75762459,95.42001715,42.35515104,40.45842406,42.38243833
TMEM240,ENSG00000205090,2.316129464,2.447374344,2.055476742,1.621633718,1.983570508,2.389752363,1.787313059,1.390786127,0.982726172,1.91736551,2.029903177,1.720467381,0.698134951,0.968688619,1.496789825,1.481062844,2.007775185,1.588017533,1.599000079,1.441578965,1.412731696,2.979546213,2.414763248,1.954800748,2.17197666,1.542611378,1.978455608,3.34893147,2.860116197,2.93321192,2.463931411,2.185981962,2.038819459,3.103373934,3.784340693,3.553833183
SSU72,ENSG00000160075,68.6250488,69.45993469,71.40443668,53.91202083,50.30011511,51.48221173,81.27809178,79.65487913,77.44570217,61.03611181,60.85192653,63.83327024,78.56882309,78.83012806,73.18625703,52.805588,59.23823317,57.32667079,71.64000248,71.16623423,68.10755368,51.83259186,55.28064796,52.90039578,79.580074,75.07215635,75.92328144,49.43348749,52.77394243,50.84462365,80.35853438,77.68440216,78.76396508,52.54000299,55.34086686,52.99798427
FNDC10,ENSG00000228594,25.12892706,24.78268141,23.33024167,50.92326886,48.9368666,48.11345589,19.82545111,19.07452696,20.60432243,29.29586177,28.97451336,23.75881211,9.640901839,6.871805919,7.236050163,15.7209134,17.36290707,18.32485505,13.61182694,14.72609563,26.42789705,22.99077691,25.61365754,23.57426198,15.4078429,18.17229744,20.31736051,56.72901279,53.10853634,51.17224189,34.52092321,36.33114371,45.47884052,67.71543182,63.98257325,63.70686584
MIB2,ENSG00000197530,14.34082775,13.7818101,13.85543582,21.04219901,19.57398397,17.73506036,15.62845796,14.51311079,14.63928355,20.00806417,16.8287175,13.42601767,14.63368428,12.3791828,12.6765163,13.36461132,15.1605617,16.42715915,13.42123677,11.9691098,18.65910444,13.66060954,15.88601193,14.26431379,11.39407895,13.93414369,14.61858866,27.69493033,24.65526092,22.47588722,13.2051324,15.16018972,18.88582377,21.3143923,19.02974406,19.9628901
MMP23B,ENSG00000189409,86.68197607,84.85497498,93.97233066,101.1594854,90.63980299,96.8616746,58.67328542,53.97521588,57.73621405,59.88129071,60.46686079,43.06142508,12.93843579,11.4131449,7.467183688,6.445483457,9.453155492,7.585181226,16.54821884,16.66343267,26.39189116,28.31385431,24.05692098,27.54451824,12.57904207,10.3156176,12.96015428,18.75918447,20.13254953,18.99203189,13.53434126,12.52963698,12.98458803,27.70422879,24.85441779,26.67487246
CDK11B,ENSG00000248333,31.13572097,34.72322179,34.39802046,23.80386378,23.50270554,23.48428135,36.29060253,37.52806226,39.69336135,36.33790101,39.72910213,33.17766058,43.08128772,46.37543566,41.74066001,29.93453869,32.93930656,34.3714337,46.3296146,48.62846518,52.13717583,37.4627049,37.6305219,38.63429363,44.0726115,46.25652217,48.80946357,30.14369814,27.38240999,29.36092836,59.74795396,63.5466209,65.33238253,43.42899076,40.84566862,48.1237212
SLC35E2B,ENSG00000189339,27.9680074,27.49196458,29.00427956,22.4712167,24.08865984,20.42817671,30.65644688,29.21708772,30.10542486,29.00993502,28.26603422,25.02295619,32.02066543,30.1376235,28.23588903,26.57287481,24.10202919,26.41556387,21.86000824,20.92545241,23.81888949,22.22440711,23.0617289,20.75437797,33.81293614,33.88712714,32.8131247,29.50534579,27.58281017,31.67883272,37.03534355,38.66901467,37.60152666,41.39233435,41.93949148,41.81354599
CDK11A,ENSG00000008128,13.72708322,12.75159271,14.95530667,9.336391915,7.229137018,7.276265841,14.84174126,14.53249823,17.59041034,16.90148533,10.52235213,11.90554894,17.3145163,13.31717737,12.70545925,11.66094953,12.62342312,10.7252665,14.75333498,10.2948759,14.42508019,11.80669656,11.45831445,11.90386931,13.9778728,11.10178599,12.43908305,7.921444832,6.416730066,5.773562595,15.26000342,16.94211316,15.2372119,8.886287046,8.641858464,7.775866653
NADK,ENSG00000008130,59.26656648,58.18587887,60.80304053,38.61739774,39.67742097,42.51191704,53.87802175,51.13150484,52.9897864,42.32953088,39.8309401,38.84900658,52.92278349,50.08840674,46.31086962,37.86162398,38.43810923,38.2688602,46.01772458,47.9383384,55.84765795,36.97255261,38.6202466,39.48832139,53.57781765,59.60715268,52.55824551,37.11703025,34.49083665,35.25025807,51.50202086,48.88650569,54.00063276,31.2711134,33.06189768,37.41021311
GNB1,ENSG00000078369,584.5472261,585.1118186,577.9114406,630.503619,617.6341679,619.3265052,653.3453808,665.269323,647.360519,652.4070631,622.8111469,651.3383528,599.9903872,579.8470983,594.0075651,617.3624224,602.0238752,617.7199448,573.7901273,581.0473497,569.4295203,584.1590035,556.0896108,581.534445,604.3906291,612.3138903,618.6482599,622.8072756,636.2583573,630.155646,639.0402988,635.5477487,650.6775815,652.755234,638.683311,625.6101256
CALML6,ENSG00000169885,0.332982975,0.351851657,0,0,0.403993628,0,0,0,0,0.360470458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34274566,0,0,0,0,0.376371518,0,0,0,0,0.413605078
TMEM52,ENSG00000178821,0,0.576522383,0.391974635,0,0.441305997,0.227860109,0.216895919,0,0.218637528,0,0.246334973,0,0,0.215514445,0.444008971,0.439343707,0.191439029,0.211981875,0.533619794,0.577302088,1.257221695,0.209334091,0.230244868,0.217452641,0,0.374401239,0,0,0.200943292,0,0.616699112,1.042154191,0.680396727,0.428549311,0.210485616,0.451805149
CFAP74,ENSG00000142609,0.049017193,0,0,0,0,0.06141287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRD,ENSG00000187730,0.109441026,0,0,0,0.132779993,0,0,0,0,0,0,0,0,0,0,0,0,0.127562064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCZ,ENSG00000067606,3.024981166,2.680846209,1.840219597,2.380968766,2.308596745,3.056412336,0.872803096,0.871596493,0.93846554,0.316905579,1.057352256,0.616117463,1.65006249,0.867243956,0.655130884,1.414357815,1.438010819,1.478583027,0.524900516,0.361371212,0.674552104,0.898532071,0.802984107,0.758370932,0.097225961,0.451984384,0.253037772,0.59964379,0.377350728,0.233425342,0.110294969,0.279579689,0.304217788,0.076644886,0.508204576,0.303015485
FAAP20,ENSG00000162585,19.38760534,22.90125744,20.21327301,18.29205636,22.27909118,18.76089783,18.42210139,21.11858476,20.749161,21.15867135,23.27095923,16.62026973,25.52299366,27.4571484,21.74212085,17.61075029,24.14099628,25.16987214,25.97600106,27.18511598,32.41608401,23.04121598,27.83722108,27.13869071,27.40537517,27.25701392,29.42902871,27.64956998,27.34228954,28.27921464,28.41675401,28.5417616,25.55324303,28.4753516,24.62736254,26.23540005
SKI,ENSG00000157933,75.27867585,67.03980071,69.00039101,60.09076642,51.31642228,53.55630296,67.23898279,66.02833159,71.40314215,65.22352342,68.56417913,53.80944867,76.3645557,71.2363281,67.94384695,68.47998282,72.13550397,68.28548488,65.57157688,66.13065172,72.37102409,71.99021082,69.04166591,65.95896631,62.13846518,63.17428507,65.52808897,54.79894507,51.40587259,53.11903895,73.54261099,75.18620812,73.00236685,71.2859807,74.26097242,72.37850895
MORN1,ENSG00000116151,1.144212624,1.209050126,0.836706082,0.875507891,0.79327026,1.177572062,0.974703965,0.88644966,0.393012219,0.752047503,0.664199704,0.516037469,1.046993966,1.307469314,0.798128996,0.592307207,0.86030379,0.619203552,1.199011331,0.691820159,0.847470283,0.65850542,0.310407757,0.879485227,0.814329111,1.135696802,0.890127796,1.141453915,1.083617753,0.782034139,1.200927453,1.123995503,1.375929182,0.995021804,0.945896841,0.710625148
RER1,ENSG00000157916,150.2243422,153.6939907,146.6914782,138.7835071,136.0045711,137.7289526,131.2957334,129.407248,124.4611566,110.0215546,116.1344694,112.5887217,142.3951292,146.8472384,139.4194328,131.4039856,129.0155677,125.7925733,131.8605842,128.0220093,119.4680292,104.7454371,103.1247922,105.695254,112.1243412,109.0216424,113.3495909,105.373109,102.5841983,105.3424932,91.39720331,96.33783195,93.80383997,74.03422156,80.52899413,74.6387119
PEX10,ENSG00000157911,19.80549967,23.02056935,19.63560344,19.89606112,19.31943134,21.24078302,19.93527742,22.54276123,23.14298803,21.35466637,19.74387288,15.70644799,22.57075349,23.37567601,21.46857271,16.17147251,18.42940039,19.94531636,21.46243007,22.88405426,28.93398999,18.96669868,22.56632949,22.82812164,23.20675337,23.24023901,22.18676195,17.79145728,23.28324983,19.5195608,24.89346275,25.87588923,27.85983355,22.52561026,20.81309796,22.73116049
PLCH2,ENSG00000149527,0.04392746,0.185666546,0.047337652,0.15685422,0.159885779,0.110072048,0,0.168156556,0.211233818,0.095107275,0.059498337,0,0.225092781,0.104108246,0.16086507,0.371407956,0.508629936,0.307205318,0.128887464,0.139438235,0.303662117,0.303368134,0.333672148,0.052522264,0,0,0,0.049080137,0.09706938,0.157621108,0.148953966,0.050343189,0.109559415,0.172515571,0.203357954,0.218252848
PANK4,ENSG00000157881,15.6314775,18.39033425,16.32400693,14.96103897,12.70849547,14.33499673,21.5248608,21.59106414,19.37294554,19.62584961,17.57085537,15.46587233,20.23111649,20.52843287,22.42526324,19.65924055,21.79739327,18.40754006,22.22290027,25.4914192,27.5713492,22.07282254,20.70746565,19.075276,21.03395075,18.24613635,18.052461,13.41387448,15.4904386,15.80517009,21.4933952,19.29964027,21.60331379,15.44224101,14.1744744,16.51376414
HES5,ENSG00000197921,0,0,0,0,0,0,0.246547098,0.527584843,0.497053595,1.118983067,0,1.044235338,0.21186603,0.244976767,0,0.249702522,0.217610075,0,0.606569327,0.656223295,1.429092637,0.713854549,0.785162824,1.48307957,0,0,0,0,0.228413636,0,0,0,0,0.162378327,0,0
TNFRSF14,ENSG00000157873,7.06744389,7.787978805,5.875281917,13.45926078,14.57685309,14.29399832,4.575535816,6.055062637,5.219154424,4.809109373,6.837590093,4.972347464,4.966621144,4.666034798,5.792507302,3.902396332,6.589146376,5.530998875,3.357349668,4.379985902,5.350882698,4.764647771,4.729319612,4.587280176,6.035827799,6.96288251,7.644895508,9.250130321,6.023851477,5.675697141,2.51062432,3.008446588,3.147660991,3.806516939,3.388655372,3.511447616
gene:ENSG00000225931,ENSG00000225931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRXL2B,ENSG00000157870,27.77484887,34.62946742,27.44545008,32.14393474,32.18217783,31.18635225,23.72565662,24.28149961,25.07153693,26.42623101,24.08209794,18.81126896,33.19244385,33.25490797,30.97149658,21.82371987,29.13529946,30.69345714,31.48850182,28.87996939,35.43293355,27.54455901,27.01092444,24.01637678,35.04743255,41.15258566,41.27038947,29.85164907,30.15701613,33.10574577,40.73613778,42.62549693,43.14594411,36.00762201,31.4778726,35.33535072
MMEL1,ENSG00000142606,0,0,0,0.112031023,0.570981366,0,0,0,0,0,0.127487667,0,0.1929234,0,0,0.113688494,0.099076939,0,0,0,0,0,0,0,0.281346788,0.678183813,0.585780701,1.787796307,1.76792783,1.913838963,0.531941863,0.970837587,1.056393129,0.813231757,1.525079756,1.169131274
TTC34,ENSG00000215912,0.031054233,0,0.033465046,0.073924714,0.037676737,0.077814718,0.074070424,0.039625728,0.037332594,0,0.084123924,0,0,0.036799324,0,0.037509206,0,0.036196134,0,0,0,0.035744022,0.039314559,0.074260546,0.061883099,0.063929415,0,0,0,0.037143073,0.035100679,0.071179581,0.077452316,0.048783505,0.035940646,0.038573108
ACTRT2,ENSG00000169717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
